"id","mois","produit","region","gouvernorat","tranche_age","genre","milieu","canal_achat","occasion","quantite","prix_unitaire","montant_total","satisfaction","canal_decouverte","concurrent_essaye","racheterait","recommande_ami"
"ACH00972","Juillet","Boga Cidre","Grand Tunis","Ariana","55+","F","urbain","en_ligne","plage_ete","1","1.8","1.8","5","pub_tv","Fanta","Oui","Oui"
"ACH00973","Juillet","Boga Pomme","Grand Tunis","Manouba","8-17","F","urbain","epicerie","sortie_amis","1","1.8","1.8","4","influenceur","Fanta","Oui","Oui"
"ACH00974","Juillet","Boga Pomme","Grand Tunis","Ariana","18-24","M","rural","cafe_restaurant","fete","4","1.8","7.2","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH00975","Juillet","Boga Fraise","Grand Tunis","Manouba","8-17","M","urbain","souk","sortie_amis","3","1.8","5.4","5","reseaux_sociaux","Coca-Cola","Oui","Oui"
"ACH00976","Juillet","Boga Limoun","Centre-Est","Mahdia","18-24","F","urbain","supermarche","sport","1","1.8","1.8","5","bouche_a_oreille","Safia","Oui","Oui"
"ACH00977","Juillet","Boga Pomme","Nord Littoral","Nabeul","18-24","F","urbain","epicerie","plage_ete","1","1.8","1.8","5","affichage","Fanta","Oui","Non"
"ACH00978","Juillet","Boga Cidre","Grand Tunis","Tunis","8-17","M","rural","en_ligne","plage_ete","1","1.8","1.8","5","reseaux_sociaux","Safia","Oui","Oui"
"ACH00979","Juillet","Boga Cidre","Grand Tunis","Ben Arous","25-34","F","urbain","epicerie","plage_ete","1","1.8","1.8","4","promotion_magasin","Coca-Cola","Oui","Oui"
"ACH00980","Juillet","Boga Pomme","Centre-Est","Sousse","25-34","F","urbain","cafe_restaurant","sport","1","1.8","1.8","3","influenceur","Aucun","Oui","Non"
"ACH00981","Juillet","Boga Limoun","Grand Tunis","Manouba","25-34","F","rural","supermarche","quotidien","2","1.8","3.6","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH00982","Juillet","Boga Cidre","Nord-Ouest","Jendouba","18-24","F","rural","en_ligne","plage_ete","1","1.8","1.8","4","reseaux_sociaux","Coca-Cola","Oui","Oui"
"ACH00983","Juillet","Boga Limoun","Centre-Est","Mahdia","18-24","M","urbain","epicerie","travail","2","1.8","3.6","4","influenceur","Pepsi","Oui","Oui"
"ACH00984","Juillet","Boga Cidre","Nord-Ouest","Béja","25-34","M","rural","supermarche","sport","1","1.8","1.8","4","pub_tv","Safia","Oui","Oui"
"ACH00985","Juillet","Boga Cidre","Grand Tunis","Tunis","8-17","M","urbain","cafe_restaurant","quotidien","3","1.8","5.4","4","pub_tv","Boga","Oui","Oui"
"ACH00986","Juillet","Boga Cidre","Nord Littoral","Bizerte","18-24","F","urbain","supermarche","sortie_amis","1","1.8","1.8","4","pub_tv","Pepsi","Oui","Oui"
"ACH00987","Juillet","Boga Cidre","Centre-Ouest","Sidi Bouzid","45-54","M","rural","souk","plage_ete","1","1.8","1.8","4","pub_tv","Aucun","Oui","Oui"
"ACH00988","Juillet","Boga Cidre","Grand Tunis","Tunis","35-44","F","rural","en_ligne","plage_ete","2","1.8","3.6","5","bouche_a_oreille","Aucun","Oui","Non"
"ACH00989","Juillet","Boga Cidre","Grand Tunis","Ariana","18-24","M","urbain","epicerie","plage_ete","1","1.8","1.8","5","pub_tv","Safia","Oui","Oui"
"ACH00990","Juillet","Boga Cidre","Grand Tunis","Ariana","35-44","F","urbain","souk","sport","2","1.8","3.6","5","pub_tv","Coca-Cola","Oui","Non"
"ACH00991","Juillet","Boga Cidre","Grand Tunis","Ariana","45-54","M","urbain","epicerie","plage_ete","1","1.8","1.8","4","influenceur","Coca-Cola","Oui","Oui"
"ACH00992","Juillet","Boga Pomme","Centre-Est","Mahdia","25-34","M","rural","epicerie","plage_ete","2","1.8","3.6","5","influenceur","Pepsi","Oui","Non"
"ACH00993","Juillet","Boga Cidre","Grand Tunis","Ben Arous","45-54","M","urbain","epicerie","plage_ete","2","1.8","3.6","5","pub_tv","Safia","Oui","Oui"
"ACH00994","Juillet","Boga Cidre","Centre-Ouest","Kasserine","25-34","M","urbain","epicerie","plage_ete","1","1.8","1.8","5","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH00995","Juillet","Boga Pomme","Nord Littoral","Nabeul","25-34","M","rural","cafe_restaurant","sortie_amis","1","1.8","1.8","5","influenceur","Pepsi","Oui","Oui"
"ACH00996","Juillet","Boga Cidre","Grand Tunis","Manouba","18-24","M","rural","distributeur_auto","plage_ete","3","1.8","5.4","3","reseaux_sociaux","Pepsi","Oui","Non"
"ACH00997","Juillet","Boga Cidre","Grand Tunis","Ariana","18-24","M","urbain","epicerie","quotidien","1","1.8","1.8","4","reseaux_sociaux","Aucun","Oui","Non"
"ACH00998","Juillet","Boga Cidre","Sud","Tataouine","18-24","M","urbain","epicerie","plage_ete","1","1.8","1.8","5","affichage","Boga","Oui","Oui"
"ACH00999","Juillet","Boga Cidre","Sud","Gabès","18-24","M","urbain","en_ligne","plage_ete","1","1.8","1.8","5","bouche_a_oreille","Fanta","Oui","Oui"
"ACH01000","Juillet","Boga Cidre","Sud","Gabès","18-24","F","urbain","supermarche","sortie_amis","1","1.8","1.8","4","pub_tv","Aucun","Oui","Oui"
"ACH01001","Juillet","Boga Fraise","Nord-Ouest","Le Kef","25-34","F","urbain","cafe_restaurant","fete","4","1.8","7.2","4","promotion_magasin","Safia","Oui","Oui"
"ACH01002","Juillet","Boga Pomme","Grand Tunis","Manouba","45-54","F","rural","epicerie","quotidien","2","1.8","3.6","3","bouche_a_oreille","Boga","Non","Non"
"ACH01003","Juillet","Boga Pomme","Grand Tunis","Manouba","35-44","F","urbain","cafe_restaurant","sortie_amis","1","1.8","1.8","4","pub_tv","Pepsi","Oui","Oui"
"ACH01004","Juillet","Boga Pomme","Nord Littoral","Bizerte","25-34","F","urbain","souk","repas_famille","4","1.8","7.2","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH01005","Juillet","Boga Cidre","Grand Tunis","Ben Arous","18-24","F","rural","epicerie","plage_ete","1","1.8","1.8","3","pub_tv","Boga","Oui","Non"
"ACH01006","Juillet","Boga Pomme","Sud","Gabès","18-24","F","urbain","cafe_restaurant","repas_famille","2","1.8","3.6","4","reseaux_sociaux","Safia","Oui","Non"
"ACH01007","Juillet","Boga Cidre","Grand Tunis","Tunis","8-17","F","urbain","cafe_restaurant","sortie_amis","2","1.8","3.6","4","bouche_a_oreille","Boga","Oui","Oui"
"ACH01008","Juillet","Boga Pomme","Nord Littoral","Nabeul","25-34","F","urbain","epicerie","repas_famille","2","1.8","3.6","5","pub_tv","Coca-Cola","Oui","Non"
"ACH01009","Juillet","Boga Cidre","Sud","Gabès","8-17","F","urbain","en_ligne","sortie_amis","2","1.8","3.6","4","bouche_a_oreille","Fanta","Oui","Oui"
"ACH01010","Juillet","Boga Pomme","Grand Tunis","Tunis","35-44","F","urbain","supermarche","plage_ete","1","1.8","1.8","3","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH01011","Juillet","Boga Cidre","Sud","Sfax","18-24","M","urbain","en_ligne","travail","1","1.8","1.8","4","bouche_a_oreille","Pepsi","Oui","Non"
"ACH01012","Juillet","Boga Cidre","Grand Tunis","Manouba","25-34","M","urbain","supermarche","quotidien","1","1.8","1.8","4","pub_tv","Aucun","Oui","Oui"
"ACH01013","Juillet","Boga Cidre","Sud","Gabès","25-34","F","rural","supermarche","sortie_amis","2","1.8","3.6","5","reseaux_sociaux","Coca-Cola","Oui","Oui"
"ACH01014","Juillet","Boga Cidre","Centre-Est","Monastir","8-17","F","urbain","epicerie","quotidien","1","1.8","1.8","5","pub_tv","Safia","Oui","Non"
"ACH01015","Juillet","Boga Limoun","Centre-Est","Sousse","45-54","F","urbain","supermarche","quotidien","2","1.8","3.6","5","reseaux_sociaux","Fanta","Oui","Non"
"ACH01016","Juillet","Boga Cidre","Grand Tunis","Ben Arous","18-24","F","rural","cafe_restaurant","sortie_amis","2","1.8","3.6","5","bouche_a_oreille","Fanta","Oui","Oui"
"ACH01017","Juillet","Boga Pomme","Nord-Ouest","Béja","25-34","M","urbain","en_ligne","plage_ete","3","1.8","5.4","5","reseaux_sociaux","Pepsi","Oui","Non"
"ACH01018","Juillet","Boga Cidre","Grand Tunis","Ariana","25-34","F","urbain","cafe_restaurant","sortie_amis","2","1.8","3.6","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH01019","Juillet","Boga Cidre","Nord-Ouest","Béja","8-17","M","urbain","distributeur_auto","fete","2","1.8","3.6","5","bouche_a_oreille","Aucun","Oui","Non"
"ACH01020","Juillet","Boga Cidre","Grand Tunis","Manouba","8-17","M","urbain","epicerie","sortie_amis","1","1.8","1.8","4","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH01021","Juillet","Boga Limoun","Centre-Est","Monastir","35-44","F","rural","supermarche","sport","3","1.8","5.4","4","bouche_a_oreille","Aucun","Oui","Non"
"ACH01022","Juillet","Boga Pomme","Centre-Est","Monastir","25-34","F","urbain","cafe_restaurant","plage_ete","1","1.8","1.8","3","reseaux_sociaux","Aucun","Non","Non"
"ACH01023","Juillet","Boga Cidre","Centre-Est","Monastir","35-44","M","urbain","supermarche","plage_ete","2","1.8","3.6","4","influenceur","Safia","Oui","Oui"
"ACH01024","Juillet","Boga Cidre","Centre-Ouest","Sidi Bouzid","25-34","F","urbain","en_ligne","quotidien","1","1.8","1.8","5","bouche_a_oreille","Fanta","Oui","Oui"
"ACH01025","Juillet","Boga Pomme","Centre-Ouest","Kasserine","25-34","M","urbain","epicerie","repas_famille","2","1.8","3.6","5","pub_tv","Aucun","Oui","Oui"
"ACH01026","Juillet","Boga Cidre","Grand Tunis","Manouba","45-54","M","rural","epicerie","repas_famille","4","1.8","7.2","5","affichage","Boga","Oui","Oui"
"ACH01027","Juillet","Boga Cidre","Grand Tunis","Ben Arous","25-34","F","urbain","epicerie","plage_ete","1","1.8","1.8","4","affichage","Coca-Cola","Oui","Oui"
"ACH01028","Juillet","Boga Limoun","Nord Littoral","Nabeul","35-44","M","urbain","epicerie","fete","3","1.8","5.4","5","reseaux_sociaux","Coca-Cola","Oui","Oui"
"ACH01029","Juillet","Boga Limoun","Grand Tunis","Tunis","8-17","M","urbain","epicerie","plage_ete","1","1.8","1.8","4","pub_tv","Aucun","Oui","Non"
"ACH01030","Juillet","Boga Fraise","Centre-Est","Monastir","18-24","M","urbain","epicerie","plage_ete","2","1.8","3.6","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH01031","Juillet","Boga Cidre","Grand Tunis","Manouba","45-54","F","rural","souk","plage_ete","2","1.8","3.6","5","influenceur","Boga","Oui","Oui"
"ACH01032","Juillet","Boga Pomme","Nord-Ouest","Béja","25-34","M","rural","supermarche","plage_ete","3","1.8","5.4","4","affichage","Coca-Cola","Oui","Non"
"ACH01033","Juillet","Boga Limoun","Grand Tunis","Manouba","18-24","F","urbain","supermarche","plage_ete","2","1.8","3.6","3","bouche_a_oreille","Coca-Cola","Non","Non"
"ACH01034","Juillet","Boga Limoun","Centre-Est","Monastir","35-44","M","urbain","supermarche","quotidien","1","1.8","1.8","4","promotion_magasin","Coca-Cola","Oui","Oui"
"ACH01035","Juillet","Boga Pomme","Centre-Est","Sousse","18-24","F","urbain","epicerie","sortie_amis","2","1.8","3.6","4","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH01036","Juillet","Boga Cidre","Centre-Est","Monastir","18-24","F","urbain","distributeur_auto","fete","2","1.8","3.6","3","influenceur","Boga","Non","Non"
"ACH01037","Juillet","Boga Limoun","Sud","Tataouine","8-17","F","urbain","cafe_restaurant","quotidien","1","1.8","1.8","4","reseaux_sociaux","Coca-Cola","Oui","Oui"
"ACH01038","Juillet","Boga Cidre","Sud","Tataouine","25-34","M","rural","en_ligne","plage_ete","1","1.8","1.8","4","bouche_a_oreille","Pepsi","Oui","Oui"
"ACH01039","Juillet","Boga Cidre","Grand Tunis","Tunis","55+","M","urbain","epicerie","quotidien","1","1.8","1.8","4","affichage","Pepsi","Oui","Oui"
"ACH01040","Juillet","Boga Cidre","Grand Tunis","Ben Arous","25-34","M","urbain","supermarche","plage_ete","1","1.8","1.8","4","pub_tv","Boga","Oui","Non"
"ACH01041","Juillet","Boga Pomme","Grand Tunis","Tunis","8-17","M","urbain","distributeur_auto","quotidien","1","1.8","1.8","5","pub_tv","Coca-Cola","Oui","Oui"
"ACH01042","Juillet","Boga Pomme","Centre-Est","Sousse","35-44","F","urbain","supermarche","sortie_amis","2","1.8","3.6","3","bouche_a_oreille","Aucun","Oui","Non"
"ACH01043","Juillet","Boga Cidre","Nord Littoral","Nabeul","25-34","F","urbain","souk","plage_ete","2","1.8","3.6","4","affichage","Pepsi","Oui","Non"
"ACH01044","Juillet","Boga Limoun","Grand Tunis","Ariana","35-44","M","urbain","epicerie","sortie_amis","2","1.8","3.6","5","reseaux_sociaux","Fanta","Oui","Oui"
"ACH01045","Juillet","Boga Limoun","Nord-Ouest","Jendouba","25-34","M","urbain","epicerie","quotidien","1","1.8","1.8","4","bouche_a_oreille","Pepsi","Oui","Non"
"ACH01046","Juillet","Boga Cidre","Grand Tunis","Ariana","18-24","F","urbain","en_ligne","repas_famille","3","1.8","5.4","5","bouche_a_oreille","Pepsi","Oui","Oui"
"ACH01047","Juillet","Boga Cidre","Centre-Est","Mahdia","45-54","M","urbain","souk","plage_ete","2","1.8","3.6","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH01048","Juillet","Boga Cidre","Grand Tunis","Ben Arous","25-34","M","urbain","epicerie","plage_ete","3","1.8","5.4","5","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH01049","Juillet","Boga Pomme","Sud","Médenine","8-17","M","rural","epicerie","travail","3","1.8","5.4","3","pub_tv","Aucun","Non","Non"
"ACH01050","Juillet","Boga Cidre","Nord-Ouest","Jendouba","25-34","F","urbain","epicerie","sortie_amis","3","1.8","5.4","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH01051","Juillet","Boga Cidre","Grand Tunis","Tunis","18-24","M","urbain","supermarche","quotidien","2","1.8","3.6","3","pub_tv","Safia","Oui","Non"
"ACH01052","Juillet","Boga Cidre","Centre-Ouest","Sidi Bouzid","8-17","M","urbain","epicerie","plage_ete","1","1.8","1.8","4","bouche_a_oreille","Fanta","Oui","Oui"
"ACH01053","Juillet","Boga Fraise","Nord Littoral","Nabeul","8-17","F","urbain","cafe_restaurant","sport","1","1.8","1.8","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH01054","Juillet","Boga Limoun","Nord-Ouest","Le Kef","8-17","M","urbain","distributeur_auto","sport","1","1.8","1.8","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH01055","Juillet","Boga Cidre","Centre-Est","Mahdia","35-44","F","urbain","supermarche","quotidien","2","1.8","3.6","4","affichage","Pepsi","Oui","Oui"
"ACH01056","Juillet","Boga Cidre","Sud","Médenine","18-24","F","urbain","epicerie","plage_ete","1","1.8","1.8","4","reseaux_sociaux","Pepsi","Oui","Non"
"ACH01057","Juillet","Boga Cidre","Grand Tunis","Manouba","18-24","F","urbain","epicerie","sortie_amis","1","1.8","1.8","4","pub_tv","Boga","Oui","Non"
"ACH01058","Juillet","Boga Cidre","Nord-Ouest","Béja","25-34","M","rural","epicerie","plage_ete","1","1.8","1.8","4","bouche_a_oreille","Safia","Oui","Non"
"ACH01059","Juillet","Boga Pomme","Grand Tunis","Ariana","18-24","F","rural","epicerie","sport","2","1.8","3.6","4","promotion_magasin","Aucun","Oui","Oui"
"ACH01060","Juillet","Boga Cidre","Nord Littoral","Nabeul","35-44","M","rural","supermarche","plage_ete","1","1.8","1.8","5","bouche_a_oreille","Pepsi","Oui","Non"
"ACH01061","Juillet","Boga Cidre","Centre-Ouest","Kairouan","18-24","M","rural","souk","sport","1","1.8","1.8","5","affichage","Aucun","Oui","Non"
"ACH01062","Juillet","Boga Limoun","Sud","Tataouine","45-54","M","urbain","supermarche","travail","1","1.8","1.8","5","reseaux_sociaux","Safia","Oui","Oui"
"ACH01063","Juillet","Boga Pomme","Centre-Est","Monastir","35-44","M","urbain","epicerie","sport","1","1.8","1.8","4","reseaux_sociaux","Aucun","Oui","Oui"
"ACH01064","Juillet","Boga Limoun","Sud","Gabès","8-17","M","urbain","distributeur_auto","sport","1","1.8","1.8","5","bouche_a_oreille","Fanta","Oui","Oui"
"ACH01065","Juillet","Boga Limoun","Grand Tunis","Tunis","8-17","F","rural","supermarche","sport","1","1.8","1.8","5","bouche_a_oreille","Safia","Oui","Oui"
"ACH01066","Juillet","Boga Cidre","Centre-Est","Mahdia","18-24","F","urbain","cafe_restaurant","repas_famille","4","1.8","7.2","4","promotion_magasin","Coca-Cola","Oui","Oui"
"ACH01067","Juillet","Boga Cidre","Grand Tunis","Manouba","18-24","F","rural","epicerie","sortie_amis","1","1.8","1.8","4","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH01068","Juillet","Boga Cidre","Nord Littoral","Zaghouan","35-44","F","rural","supermarche","quotidien","1","1.8","1.8","4","bouche_a_oreille","Fanta","Oui","Oui"
"ACH01069","Juillet","Boga Cidre","Sud","Sfax","18-24","M","urbain","distributeur_auto","fete","2","1.8","3.6","4","reseaux_sociaux","Boga","Oui","Oui"
"ACH01070","Juillet","Boga Cidre","Sud","Tataouine","8-17","F","urbain","supermarche","sortie_amis","2","1.8","3.6","3","pub_tv","Safia","Oui","Non"
"ACH01071","Juillet","Boga Pomme","Grand Tunis","Ariana","25-34","F","urbain","supermarche","sortie_amis","1","1.8","1.8","5","reseaux_sociaux","Coca-Cola","Oui","Non"
"ACH01072","Juillet","Boga Pomme","Sud","Tataouine","18-24","M","urbain","cafe_restaurant","repas_famille","4","1.8","7.2","5","pub_tv","Aucun","Oui","Oui"
"ACH01073","Juillet","Boga Limoun","Nord Littoral","Zaghouan","18-24","M","urbain","cafe_restaurant","sport","1","1.8","1.8","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH01074","Juillet","Boga Fraise","Grand Tunis","Ariana","18-24","F","urbain","en_ligne","sport","1","1.8","1.8","3","affichage","Safia","Oui","Non"
"ACH01075","Juillet","Boga Pomme","Centre-Ouest","Kasserine","8-17","F","urbain","distributeur_auto","sortie_amis","1","1.8","1.8","4","influenceur","Fanta","Oui","Oui"
"ACH01076","Juillet","Boga Limoun","Nord Littoral","Zaghouan","25-34","M","rural","cafe_restaurant","plage_ete","2","1.8","3.6","5","affichage","Coca-Cola","Oui","Oui"
"ACH01077","Juillet","Boga Pomme","Grand Tunis","Ben Arous","25-34","F","urbain","supermarche","repas_famille","3","1.8","5.4","5","bouche_a_oreille","Aucun","Oui","Oui"
"ACH01078","Juillet","Boga Limoun","Sud","Gabès","45-54","F","urbain","epicerie","sortie_amis","1","1.8","1.8","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH01079","Juillet","Boga Cidre","Centre-Ouest","Kairouan","18-24","F","urbain","epicerie","sortie_amis","3","1.8","5.4","3","pub_tv","Aucun","Non","Non"
"ACH01080","Juillet","Boga Cidre","Centre-Est","Monastir","18-24","M","urbain","epicerie","plage_ete","1","1.8","1.8","4","reseaux_sociaux","Coca-Cola","Oui","Oui"
"ACH01081","Juillet","Boga Limoun","Grand Tunis","Manouba","25-34","M","urbain","en_ligne","plage_ete","1","1.8","1.8","3","bouche_a_oreille","Coca-Cola","Non","Non"
"ACH01082","Juillet","Boga Cidre","Centre-Est","Mahdia","18-24","M","rural","supermarche","plage_ete","1","1.8","1.8","4","influenceur","Boga","Oui","Non"
"ACH01083","Juillet","Boga Limoun","Grand Tunis","Manouba","35-44","F","urbain","supermarche","repas_famille","4","1.8","7.2","5","reseaux_sociaux","Coca-Cola","Oui","Non"
"ACH01084","Juillet","Boga Cidre","Centre-Est","Mahdia","25-34","F","urbain","souk","plage_ete","3","1.8","5.4","5","bouche_a_oreille","Aucun","Oui","Oui"
"ACH01085","Juillet","Boga Limoun","Grand Tunis","Manouba","18-24","M","urbain","cafe_restaurant","plage_ete","1","1.8","1.8","4","affichage","Coca-Cola","Oui","Oui"
"ACH01086","Juillet","Boga Cidre","Grand Tunis","Manouba","8-17","M","urbain","epicerie","sortie_amis","1","1.8","1.8","4","reseaux_sociaux","Aucun","Oui","Oui"
"ACH01087","Juillet","Boga Cidre","Centre-Est","Monastir","45-54","M","rural","cafe_restaurant","plage_ete","1","1.8","1.8","4","pub_tv","Aucun","Oui","Oui"
"ACH01088","Juillet","Boga Cidre","Nord Littoral","Bizerte","25-34","F","rural","cafe_restaurant","plage_ete","2","1.8","3.6","5","affichage","Boga","Oui","Oui"
"ACH01089","Juillet","Boga Limoun","Centre-Ouest","Kairouan","8-17","M","urbain","en_ligne","sortie_amis","3","1.8","5.4","3","promotion_magasin","Coca-Cola","Non","Non"
"ACH01090","Juillet","Boga Pomme","Centre-Ouest","Sidi Bouzid","18-24","M","rural","cafe_restaurant","plage_ete","2","1.8","3.6","4","pub_tv","Fanta","Oui","Oui"
"ACH01091","Juillet","Boga Fraise","Grand Tunis","Ben Arous","25-34","F","rural","epicerie","plage_ete","2","1.8","3.6","5","reseaux_sociaux","Aucun","Oui","Oui"
"ACH01092","Juillet","Boga Cidre","Centre-Est","Mahdia","18-24","F","rural","supermarche","sortie_amis","2","1.8","3.6","5","bouche_a_oreille","Aucun","Oui","Oui"
"ACH01093","Juillet","Boga Limoun","Centre-Est","Sousse","45-54","M","urbain","epicerie","sortie_amis","1","1.8","1.8","4","promotion_magasin","Pepsi","Oui","Oui"
"ACH01094","Juillet","Boga Pomme","Grand Tunis","Manouba","18-24","M","urbain","epicerie","travail","1","1.8","1.8","5","bouche_a_oreille","Pepsi","Oui","Oui"
"ACH01095","Juillet","Boga Limoun","Nord Littoral","Zaghouan","35-44","M","urbain","epicerie","repas_famille","4","1.8","7.2","5","promotion_magasin","Aucun","Oui","Oui"
"ACH01096","Juillet","Boga Fraise","Grand Tunis","Ariana","8-17","F","urbain","supermarche","plage_ete","1","1.8","1.8","3","affichage","Pepsi","Non","Non"
"ACH01097","Juillet","Boga Cidre","Sud","Tataouine","18-24","M","urbain","epicerie","plage_ete","3","1.8","5.4","5","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH01098","Juillet","Boga Limoun","Nord-Ouest","Béja","8-17","F","urbain","en_ligne","quotidien","1","1.8","1.8","5","affichage","Fanta","Oui","Oui"
"ACH01099","Juillet","Boga Cidre","Grand Tunis","Tunis","18-24","M","rural","epicerie","sortie_amis","3","1.8","5.4","5","promotion_magasin","Boga","Oui","Oui"
"ACH01100","Juillet","Boga Cidre","Nord-Ouest","Béja","8-17","M","urbain","souk","plage_ete","3","1.8","5.4","5","reseaux_sociaux","Pepsi","Oui","Oui"
"ACH01101","Juillet","Boga Limoun","Grand Tunis","Manouba","18-24","M","rural","cafe_restaurant","sortie_amis","2","1.8","3.6","5","affichage","Aucun","Oui","Oui"
"ACH01102","Juillet","Boga Limoun","Centre-Est","Monastir","18-24","F","urbain","epicerie","quotidien","1","1.8","1.8","4","influenceur","Aucun","Oui","Oui"
"ACH01103","Juillet","Boga Limoun","Nord Littoral","Bizerte","45-54","M","urbain","supermarche","quotidien","2","1.8","3.6","4","bouche_a_oreille","Fanta","Oui","Oui"
"ACH01104","Juillet","Boga Cidre","Grand Tunis","Tunis","35-44","F","rural","supermarche","repas_famille","2","1.8","3.6","3","influenceur","Boga","Non","Non"
"ACH01105","Juillet","Boga Cidre","Nord Littoral","Nabeul","18-24","F","urbain","en_ligne","travail","1","1.8","1.8","5","reseaux_sociaux","Coca-Cola","Oui","Non"
"ACH01106","Juillet","Boga Cidre","Grand Tunis","Ariana","45-54","M","rural","supermarche","quotidien","1","1.8","1.8","5","pub_tv","Coca-Cola","Oui","Non"
"ACH01107","Juillet","Boga Cidre","Grand Tunis","Tunis","35-44","F","urbain","en_ligne","plage_ete","1","1.8","1.8","5","reseaux_sociaux","Aucun","Oui","Oui"
"ACH01108","Juillet","Boga Limoun","Nord Littoral","Nabeul","8-17","M","urbain","supermarche","sortie_amis","1","1.8","1.8","4","reseaux_sociaux","Fanta","Oui","Oui"
"ACH01109","Juillet","Boga Cidre","Grand Tunis","Ariana","18-24","M","urbain","cafe_restaurant","quotidien","2","1.8","3.6","4","influenceur","Aucun","Oui","Oui"
"ACH01110","Juillet","Boga Cidre","Grand Tunis","Ben Arous","25-34","M","urbain","epicerie","sport","2","1.8","3.6","4","promotion_magasin","Pepsi","Oui","Oui"
"ACH01111","Juillet","Boga Limoun","Sud","Médenine","18-24","M","urbain","cafe_restaurant","sport","1","1.8","1.8","3","bouche_a_oreille","Safia","Oui","Non"
"ACH01112","Juillet","Boga Fraise","Nord Littoral","Zaghouan","8-17","M","urbain","supermarche","quotidien","2","1.8","3.6","5","bouche_a_oreille","Coca-Cola","Oui","Oui"
"ACH01113","Juillet","Boga Cidre","Centre-Est","Mahdia","18-24","M","rural","distributeur_auto","quotidien","1","1.8","1.8","3","affichage","Safia","Non","Non"
"ACH01114","Juillet","Boga Limoun","Nord-Ouest","Le Kef","25-34","F","urbain","epicerie","sport","1","1.8","1.8","4","promotion_magasin","Aucun","Oui","Oui"
"ACH01115","Juillet","Boga Pomme","Nord-Ouest","Le Kef","8-17","M","urbain","epicerie","sport","2","1.8","3.6","5","bouche_a_oreille","Coca-Cola","Oui","Non"
"ACH01116","Juillet","Boga Cidre","Grand Tunis","Ariana","18-24","M","rural","epicerie","plage_ete","1","1.8","1.8","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH01117","Juillet","Boga Pomme","Nord-Ouest","Le Kef","18-24","M","urbain","epicerie","quotidien","2","1.8","3.6","4","influenceur","Fanta","Oui","Non"
"ACH01118","Juillet","Boga Pomme","Grand Tunis","Ben Arous","25-34","M","urbain","supermarche","plage_ete","2","1.8","3.6","3","bouche_a_oreille","Aucun","Non","Non"
"ACH01119","Juillet","Boga Cidre","Grand Tunis","Ariana","35-44","M","urbain","souk","travail","3","1.8","5.4","4","bouche_a_oreille","Fanta","Oui","Non"
"ACH01120","Juillet","Boga Limoun","Grand Tunis","Tunis","35-44","F","urbain","supermarche","plage_ete","2","1.8","3.6","5","influenceur","Fanta","Oui","Oui"
"ACH01121","Juillet","Boga Limoun","Centre-Est","Sousse","18-24","F","urbain","epicerie","plage_ete","1","1.8","1.8","4","bouche_a_oreille","Boga","Oui","Oui"
"ACH01122","Juillet","Boga Cidre","Grand Tunis","Tunis","18-24","F","urbain","souk","plage_ete","3","1.8","5.4","4","affichage","Coca-Cola","Oui","Oui"
"ACH01123","Juillet","Boga Limoun","Grand Tunis","Tunis","45-54","F","urbain","supermarche","sport","1","1.8","1.8","4","reseaux_sociaux","Coca-Cola","Oui","Oui"
"ACH01124","Juillet","Boga Limoun","Nord Littoral","Zaghouan","35-44","M","rural","supermarche","plage_ete","2","1.8","3.6","5","pub_tv","Aucun","Oui","Non"
"ACH01125","Juillet","Boga Cidre","Sud","Médenine","8-17","M","urbain","en_ligne","sport","1","1.8","1.8","4","bouche_a_oreille","Boga","Oui","Non"
"ACH01126","Juillet","Boga Pomme","Centre-Est","Sousse","25-34","M","urbain","supermarche","sport","2","1.8","3.6","4","pub_tv","Coca-Cola","Oui","Oui"
"ACH01127","Juillet","Boga Pomme","Grand Tunis","Ariana","8-17","M","urbain","epicerie","plage_ete","2","1.8","3.6","4","bouche_a_oreille","Aucun","Oui","Oui"
"ACH01128","Juillet","Boga Cidre","Grand Tunis","Tunis","25-34","F","urbain","supermarche","plage_ete","1","1.8","1.8","3","pub_tv","Aucun","Non","Non"
