id,age,tranche_age,genre,education,region,gouvernorat,milieu,revenu_mensuel_tnd,tranche_revenu,taux_epargne_pct,lifestyle,canaux_utilises,nb_canaux,categories_achetees,nb_categories,canaux_decouverte,recherche_mobile_pct,recherche_duree_jours,sources_comparees,methode_paiement,panier_moyen_tnd,achat_en_ligne,achat_repete_3mois,nps,connait_programme_fidelite,points_friction,nb_friction,ramadan_actif,ramadan_panier_tnd,ete_actif,ete_panier_tnd,soldes_actif,soldes_panier_tnd,smartphone,connexion_4g_5g,utilise_apps_paiement,actif_reseaux_sociaux,satisfaction_globale,season
TN01792,25,25-34,M,Universitaire Licence,Nord Littoral,Nabeul,urbain,1300,Moyen,6.1,Familial traditionnel,boutique_physique|reseaux_sociaux|marche_souk,3,mode|divertissement|alimentation|tech_electronique,4,tiktok|influenceur_local|youtube,72,2,3,especes,158.89,False,False,53,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|rupture_de_stock,5,True,179.81,True,169.05,False,171.07,True,True,False,True,82,ramadan
TN01793,46,45-54,M,Secondaire / BAC,Grand Tunis,Ben Arous,urbain,691,Moyen,0.5,Digitaliste connecté,boutique_physique|reseaux_sociaux|marche_souk,3,maison_deco|alimentation|sante|beaute_hygiene,4,bouche_a_oreille|tv_radio|facebook,49,4,2,carte_bancaire,176.63,True,True,4,True,retours_difficiles|prix_non_transparents|service_client_absent|interface_non_arabisee,4,False,270.43,True,200.27,True,214.9,True,False,False,True,52,soldes
TN01794,29,25-34,F,Secondaire / BAC,Nord Littoral,Nabeul,urbain,5903,Très élevé,11.9,Rural émergent,boutique_physique|app_mobile|site_ecommerce|marche_souk,4,alimentation|divertissement|sante,3,youtube,79,2,1,paiement_a_la_livraison,873.38,False,False,32,False,mefiance_paiement_online|service_client_absent,2,True,1197.55,False,926.31,False,1336.11,True,True,False,True,46,ramadan
TN01795,24,18-24,F,Primaire / Collège,Grand Tunis,Ben Arous,urbain,2375,Élevé,10.0,Familial traditionnel,boutique_physique|reseaux_sociaux|marche_souk,3,alimentation|divertissement|tech_electronique|mode,4,youtube|affichage_urbain|google_search,97,2,3,especes,175.09,True,True,13,False,mefiance_paiement_online|retours_difficiles|interface_non_arabisee,3,True,321.93,True,320.93,True,289.43,True,True,False,True,72,ramadan
TN01796,22,18-24,F,Master / Ingénieur,Sud,Sfax,urbain,472,Faible,5.2,Urbain moderne,reseaux_sociaux|app_mobile|whatsapp_commerce|television_catalogue,4,tech_electronique|mode,2,tiktok|google_search|bouche_a_oreille,85,3,4,paiement_a_la_livraison,36.65,False,False,11,False,mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent,4,True,38.1,True,33.67,False,40.79,True,True,False,True,41,ramadan
TN01797,28,25-34,F,Secondaire / BAC,Centre-Est,Sousse,rural,1178,Moyen,10.8,Familial traditionnel,reseaux_sociaux|marche_souk,2,voyage_tourisme|alimentation|beaute_hygiene,3,bouche_a_oreille|affichage_urbain,81,5,3,paiement_a_la_livraison,122.17,False,False,44,False,mefiance_paiement_online|prix_non_transparents|service_client_absent,3,False,246.81,True,189.04,False,257.99,True,True,False,True,61,ete
TN01798,29,25-34,F,Primaire / Collège,Centre-Ouest,Kasserine,rural,1098,Moyen,6.6,Familial traditionnel,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce|marche_souk,5,sport|sante|mode,3,influenceur_local|facebook|instagram,73,1,3,especes,176.62,True,False,24,False,mefiance_paiement_online|service_client_absent,2,True,213.22,True,153.23,True,283.85,True,True,False,False,49,soldes
TN01799,43,35-44,F,Primaire / Collège,Nord Littoral,Béja,urbain,1249,Moyen,15.5,Digitaliste connecté,boutique_physique|reseaux_sociaux|site_ecommerce,3,maison_deco|voyage_tourisme|mode,3,affichage_urbain|bouche_a_oreille|influenceur_local,58,5,3,especes,241.94,True,True,53,False,livraison_lente_chere|retours_difficiles|prix_non_transparents|interface_non_arabisee,4,True,220.35,True,194.81,True,361.62,True,False,False,True,78,soldes
TN01800,70,55+,F,Secondaire / BAC,Grand Tunis,Manouba,urbain,2393,Élevé,15.2,Rural émergent,app_mobile|site_ecommerce|marche_souk,3,divertissement|mode,2,facebook|affichage_urbain|google_search,19,6,3,especes,441.79,True,True,-4,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|service_client_absent,4,True,390.47,True,330.02,True,515.27,False,False,True,True,60,soldes
TN01801,49,45-54,F,Master / Ingénieur,Nord Littoral,Zaghouan,urbain,897,Moyen,12.2,Urbain moderne,boutique_physique|marche_souk|whatsapp_commerce,3,maison_deco|alimentation|tech_electronique|beaute_hygiene,4,affichage_urbain|tiktok,44,6,3,paiement_a_la_livraison,172.57,True,True,28,False,livraison_lente_chere|prix_non_transparents,2,True,247.4,True,227.6,False,256.09,True,False,True,True,59,ramadan
TN01802,18,18-24,M,Secondaire / BAC,Sud,Tataouine,rural,835,Moyen,16.1,Digitaliste connecté,boutique_physique,1,maison_deco|mode,2,facebook|google_search,90,1,5,virement,80.93,False,False,30,True,livraison_lente_chere|prix_non_transparents|interface_non_arabisee|rupture_de_stock,4,True,106.34,True,122.35,False,157.47,True,True,True,False,76,ete
TN01803,71,55+,M,Universitaire Licence,Grand Tunis,Ben Arous,urbain,2042,Élevé,6.9,Urbain moderne,boutique_physique,1,sport|mode,2,instagram|google_search,22,2,3,virement,302.62,False,False,17,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|interface_non_arabisee,4,False,438.8,False,493.17,True,453.89,False,True,False,True,55,soldes
TN01804,33,25-34,M,Doctorat,Sud,Médenine,urbain,4934,Très élevé,17.6,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,sport|tech_electronique,2,tiktok|influenceur_local|instagram,83,3,2,especes,737.61,False,True,27,False,livraison_lente_chere|retours_difficiles|prix_non_transparents,3,True,1401.08,False,866.13,True,1273.64,True,True,True,True,63,ramadan
TN01805,18,18-24,F,Master / Ingénieur,Grand Tunis,Ben Arous,urbain,5195,Très élevé,8.8,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile|marche_souk|television_catalogue,5,divertissement|mode|beaute_hygiene,3,influenceur_local|facebook,89,5,1,especes,725.22,False,True,24,False,livraison_lente_chere|prix_non_transparents|service_client_absent,3,True,856.16,True,661.66,True,658.49,True,False,False,True,50,ramadan
TN01806,38,35-44,M,Secondaire / BAC,Centre-Ouest,Kasserine,urbain,1483,Moyen,4.3,Familial traditionnel,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce|marche_souk,5,sport|alimentation|mode|beaute_hygiene,4,tiktok|instagram|affichage_urbain,54,10,4,especes,270.99,True,False,33,False,mefiance_paiement_online|prix_non_transparents|interface_non_arabisee,3,True,238.17,True,235.0,True,295.1,True,True,False,False,53,soldes
TN01807,21,18-24,M,Secondaire / BAC,Grand Tunis,Ariana,urbain,2702,Élevé,13.9,Digitaliste connecté,boutique_physique|reseaux_sociaux|marche_souk,3,divertissement|beaute_hygiene,2,affichage_urbain|instagram|facebook,83,2,4,carte_bancaire,223.63,True,False,27,False,livraison_lente_chere|prix_non_transparents|interface_non_arabisee,3,True,260.17,True,228.69,True,410.64,True,True,False,True,76,soldes
TN01808,28,25-34,F,Secondaire / BAC,Grand Tunis,Manouba,urbain,1368,Moyen,8.3,Digitaliste connecté,reseaux_sociaux|app_mobile,2,maison_deco|divertissement|mode,3,youtube|instagram,89,5,3,paiement_a_la_livraison,170.6,True,False,38,False,livraison_lente_chere|prix_non_transparents|interface_non_arabisee,3,True,184.97,True,211.13,False,212.87,False,True,True,False,56,ete
TN01809,33,25-34,M,Secondaire / BAC,Nord-Ouest,Le Kef,rural,456,Faible,16.6,Urbain moderne,boutique_physique|app_mobile|site_ecommerce|marche_souk|whatsapp_commerce,5,mode|beaute_hygiene,2,bouche_a_oreille|affichage_urbain,88,3,4,paiement_mobile,62.13,True,True,54,False,livraison_lente_chere|retours_difficiles,2,True,61.68,False,57.67,False,59.22,True,True,True,True,85,ramadan
TN01810,31,25-34,F,Secondaire / BAC,Centre-Est,Mahdia,urbain,337,Faible,13.8,Digitaliste connecté,reseaux_sociaux,1,sante|tech_electronique,2,tv_radio,92,3,3,paiement_mobile,40.16,True,False,24,True,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|interface_non_arabisee|rupture_de_stock,5,True,62.55,True,50.73,False,80.23,True,True,False,True,52,ramadan
TN01811,21,18-24,M,Sans diplôme,Centre-Est,Monastir,urbain,642,Moyen,1.3,Digitaliste connecté,boutique_physique|reseaux_sociaux|marche_souk,3,voyage_tourisme|sante,2,instagram,89,4,4,carte_bancaire,88.48,True,True,-8,False,prix_non_transparents|service_client_absent|rupture_de_stock,3,False,139.16,True,91.07,False,156.8,True,True,False,True,72,ete
TN01812,46,45-54,M,Secondaire / BAC,Grand Tunis,Manouba,urbain,547,Faible,13.2,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile,3,maison_deco|mode,2,google_search|influenceur_local,53,3,2,virement,48.94,True,False,47,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|service_client_absent|interface_non_arabisee,5,True,60.83,False,58.68,False,66.5,True,True,True,False,70,ramadan
TN01813,41,35-44,F,Primaire / Collège,Grand Tunis,Tunis,urbain,666,Moyen,3.0,Familial traditionnel,boutique_physique|app_mobile|marche_souk,3,sante|sport|alimentation|mode,4,affichage_urbain,53,2,2,paiement_a_la_livraison,174.07,True,False,28,False,livraison_lente_chere,1,True,226.43,True,278.16,True,220.74,True,False,False,True,54,ete
TN01814,27,25-34,M,Secondaire / BAC,Grand Tunis,Tunis,urbain,1776,Élevé,16.5,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce|marche_souk|whatsapp_commerce,6,maison_deco|alimentation,2,affichage_urbain|google_search,78,6,4,especes,461.26,True,True,23,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|service_client_absent,4,False,605.31,True,539.34,False,409.82,True,True,False,True,81,ete
TN01815,54,45-54,M,Sans diplôme,Sud,Sfax,urbain,5495,Très élevé,8.6,Urbain moderne,site_ecommerce|marche_souk,2,mode|voyage_tourisme|sport|tech_electronique,4,google_search|instagram,51,2,3,paiement_a_la_livraison,841.51,True,True,7,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents,4,False,1289.68,True,952.97,False,1791.83,True,True,False,False,65,ete
TN01816,27,25-34,F,Universitaire Licence,Nord-Ouest,Siliana,urbain,1096,Moyen,4.5,Familial traditionnel,boutique_physique|marche_souk|television_catalogue,3,voyage_tourisme|alimentation|mode,3,youtube|influenceur_local,90,7,4,paiement_a_la_livraison,192.57,False,False,28,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles,3,True,217.59,True,191.98,False,264.21,True,True,False,True,65,ramadan
TN01817,57,55+,F,Sans diplôme,Grand Tunis,Ariana,urbain,3418,Très élevé,11.6,Urbain moderne,boutique_physique|reseaux_sociaux|site_ecommerce,3,mode|sport|sante|tech_electronique,4,tv_radio,26,9,1,especes,1057.42,False,False,11,False,livraison_lente_chere|retours_difficiles|prix_non_transparents,3,True,1107.79,True,776.38,True,860.08,True,False,True,True,41,ramadan
TN01818,27,25-34,M,Secondaire / BAC,Nord Littoral,Bizerte,urbain,513,Faible,17.9,Urbain moderne,boutique_physique|reseaux_sociaux|whatsapp_commerce,3,maison_deco|mode|sport|tech_electronique,4,tiktok,72,4,3,especes,55.5,True,True,45,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|rupture_de_stock,5,False,54.87,True,50.29,True,70.61,True,False,True,True,52,soldes
TN01819,24,18-24,F,Universitaire Licence,Nord Littoral,Nabeul,urbain,635,Moyen,5.6,Familial traditionnel,boutique_physique|app_mobile|marche_souk,3,alimentation,1,tv_radio|bouche_a_oreille,95,3,4,especes,77.32,False,True,-9,True,mefiance_paiement_online|retours_difficiles,2,False,140.09,True,110.81,False,132.0,True,True,False,True,69,ete
TN01820,38,35-44,M,Universitaire Licence,Nord-Ouest,Siliana,rural,522,Faible,4.7,Familial traditionnel,boutique_physique|app_mobile|marche_souk,3,alimentation|voyage_tourisme|sante|mode,4,bouche_a_oreille,55,4,2,especes,55.65,False,True,23,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|service_client_absent|interface_non_arabisee,5,True,93.38,True,78.25,False,65.53,True,True,False,True,43,ramadan
TN01821,25,25-34,M,Secondaire / BAC,Nord Littoral,Bizerte,urbain,1015,Moyen,4.7,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,voyage_tourisme|mode,2,tiktok|tv_radio|influenceur_local,91,3,2,paiement_a_la_livraison,127.31,True,False,38,False,livraison_lente_chere|prix_non_transparents,2,False,171.31,True,156.71,False,166.58,True,True,True,False,60,ete
TN01822,43,35-44,F,Universitaire Licence,Nord Littoral,Bizerte,urbain,2572,Élevé,9.6,Digitaliste connecté,boutique_physique|reseaux_sociaux|marche_souk|whatsapp_commerce,4,mode|sport|tech_electronique,3,instagram|google_search|affichage_urbain,63,6,5,especes,405.56,True,False,56,False,livraison_lente_chere|prix_non_transparents|service_client_absent|rupture_de_stock,4,True,769.86,True,588.72,True,708.39,True,True,False,False,54,ramadan
TN01823,23,18-24,F,Universitaire Licence,Nord Littoral,Béja,rural,1302,Moyen,0.8,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,sport|tech_electronique|mode|beaute_hygiene,4,youtube|influenceur_local,91,1,4,paiement_a_la_livraison,73.65,True,False,63,False,livraison_lente_chere|retours_difficiles,2,True,113.61,True,115.49,False,126.27,True,True,False,True,59,ete
TN01824,51,45-54,F,Universitaire Licence,Sud,Médenine,urbain,860,Moyen,13.5,Rural émergent,boutique_physique,1,voyage_tourisme|sante|tech_electronique,3,facebook,46,8,3,especes,229.57,False,False,32,False,mefiance_paiement_online|rupture_de_stock,2,True,234.72,True,232.74,True,295.1,False,False,False,True,76,soldes
TN01825,32,25-34,M,Primaire / Collège,Centre-Est,Sousse,rural,546,Faible,12.9,Urbain moderne,reseaux_sociaux|app_mobile|site_ecommerce|marche_souk,4,maison_deco|sante|tech_electronique|mode,4,facebook|tiktok,77,7,3,especes,65.72,True,False,40,True,livraison_lente_chere|prix_non_transparents|interface_non_arabisee,3,False,65.98,True,57.47,False,87.77,False,True,True,True,58,ete
TN01826,23,18-24,M,Primaire / Collège,Grand Tunis,Ben Arous,urbain,1201,Moyen,16.7,Urbain moderne,reseaux_sociaux|app_mobile|site_ecommerce,3,voyage_tourisme|mode|beaute_hygiene,3,influenceur_local|bouche_a_oreille,93,8,5,carte_bancaire,103.69,True,False,45,False,livraison_lente_chere|retours_difficiles|interface_non_arabisee|rupture_de_stock,4,True,147.48,False,114.61,True,106.76,True,False,True,True,62,ramadan
TN01827,28,25-34,F,Secondaire / BAC,Grand Tunis,Ariana,urbain,4508,Très élevé,9.1,Digitaliste connecté,boutique_physique|app_mobile|marche_souk,3,divertissement|mode,2,youtube,74,1,3,especes,1084.58,True,True,9,True,livraison_lente_chere|mefiance_paiement_online,2,True,1404.3,True,1108.16,False,1446.25,True,False,True,False,53,ramadan
TN01828,22,18-24,M,Primaire / Collège,Grand Tunis,Manouba,urbain,1008,Moyen,14.6,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce|television_catalogue,5,sante|tech_electronique,2,youtube|bouche_a_oreille,93,7,1,paiement_a_la_livraison,97.42,False,False,22,False,mefiance_paiement_online|prix_non_transparents|service_client_absent|interface_non_arabisee,4,False,114.55,False,128.07,True,96.93,True,True,False,True,65,soldes
TN01829,53,45-54,F,Secondaire / BAC,Sud,Tataouine,urbain,704,Moyen,12.9,Urbain moderne,boutique_physique|app_mobile,2,maison_deco|sante,2,instagram|youtube,35,6,5,especes,192.85,True,True,71,False,livraison_lente_chere|retours_difficiles|prix_non_transparents|interface_non_arabisee|rupture_de_stock,5,True,272.61,True,184.68,True,241.21,True,True,False,False,59,ramadan
TN01830,28,25-34,F,Sans diplôme,Centre-Est,Sousse,urbain,320,Faible,7.1,Digitaliste connecté,boutique_physique|reseaux_sociaux|whatsapp_commerce,3,sport,1,youtube,79,3,2,carte_bancaire,47.15,False,False,51,False,livraison_lente_chere|retours_difficiles,2,True,65.91,True,54.81,False,52.13,True,False,True,False,50,ramadan
TN01831,21,18-24,F,Secondaire / BAC,Sud,Sfax,urbain,331,Faible,10.5,Familial traditionnel,boutique_physique|reseaux_sociaux|whatsapp_commerce,3,maison_deco|beaute_hygiene,2,youtube,85,3,2,paiement_a_la_livraison,23.32,False,True,9,False,mefiance_paiement_online|retours_difficiles,2,True,44.3,True,34.65,True,49.88,True,True,False,True,67,soldes
TN01832,28,25-34,M,Primaire / Collège,Sud,Gabès,urbain,412,Faible,14.9,Rural émergent,boutique_physique|reseaux_sociaux|site_ecommerce|marche_souk|whatsapp_commerce,5,sport|alimentation|mode,3,google_search|facebook,74,1,3,paiement_a_la_livraison,66.07,False,True,22,False,livraison_lente_chere|mefiance_paiement_online,2,False,76.66,False,60.22,False,49.28,True,False,True,True,47,ramadan
TN01833,27,25-34,M,Secondaire / BAC,Nord Littoral,Béja,urbain,583,Faible,11.6,Urbain moderne,boutique_physique|app_mobile|marche_souk,3,mode,1,tiktok,75,4,1,paiement_a_la_livraison,42.24,False,False,13,False,livraison_lente_chere|mefiance_paiement_online|service_client_absent|interface_non_arabisee,4,True,54.82,True,60.61,True,69.89,True,False,False,False,55,soldes
TN01834,33,25-34,M,Secondaire / BAC,Sud,Sfax,urbain,1414,Moyen,5.8,Familial traditionnel,boutique_physique|marche_souk,2,sport|alimentation,2,instagram|youtube|tv_radio,78,2,5,especes,131.89,True,True,48,False,mefiance_paiement_online|retours_difficiles|prix_non_transparents|interface_non_arabisee,4,True,242.79,False,169.44,True,165.76,True,True,False,True,77,ramadan
TN01835,42,35-44,M,Doctorat,Centre-Est,Sousse,urbain,824,Moyen,6.0,Digitaliste connecté,boutique_physique|reseaux_sociaux|site_ecommerce,3,alimentation|mode,2,affichage_urbain,57,2,4,paiement_a_la_livraison,220.62,True,True,23,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent|interface_non_arabisee|rupture_de_stock,7,True,280.81,True,250.09,True,236.6,True,False,False,False,41,ramadan
TN01836,56,55+,F,Master / Ingénieur,Centre-Est,Mahdia,urbain,1264,Moyen,14.7,Familial traditionnel,boutique_physique|reseaux_sociaux|marche_souk|television_catalogue,4,sante|mode,2,google_search,27,4,2,especes,175.97,True,True,28,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent|interface_non_arabisee|rupture_de_stock,7,True,216.68,True,151.13,True,169.01,True,True,False,True,50,ramadan
TN01837,39,35-44,M,Sans diplôme,Centre-Est,Sousse,urbain,616,Moyen,3.7,Urbain moderne,reseaux_sociaux|marche_souk|television_catalogue,3,sante|sport|alimentation,3,facebook|tiktok|instagram,57,8,2,especes,273.97,False,False,64,False,livraison_lente_chere|prix_non_transparents|service_client_absent|interface_non_arabisee|rupture_de_stock,5,True,241.56,False,223.95,False,230.21,True,False,False,False,61,ramadan
TN01838,21,18-24,M,Master / Ingénieur,Nord Littoral,Nabeul,rural,1065,Moyen,4.3,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile,3,voyage_tourisme,1,instagram|tiktok,93,1,4,especes,97.38,False,True,49,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents,3,True,141.96,True,99.72,True,136.53,True,True,False,True,63,ramadan
TN01839,36,35-44,F,Secondaire / BAC,Sud,Médenine,urbain,972,Moyen,3.5,Familial traditionnel,boutique_physique|reseaux_sociaux|whatsapp_commerce,3,maison_deco|voyage_tourisme|sante|mode,4,google_search|bouche_a_oreille|tiktok,62,5,3,paiement_a_la_livraison,250.62,True,False,24,False,mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent,4,True,310.93,True,214.48,True,363.34,True,False,True,True,60,soldes
TN01840,44,35-44,M,Primaire / Collège,Grand Tunis,Ben Arous,urbain,427,Faible,16.1,Familial traditionnel,boutique_physique|app_mobile|marche_souk,3,sport|beaute_hygiene,2,facebook,56,2,5,paiement_a_la_livraison,81.96,False,True,28,False,mefiance_paiement_online|retours_difficiles|interface_non_arabisee,3,True,79.42,False,82.48,False,81.93,True,True,False,True,52,ramadan
TN01841,40,35-44,F,Secondaire / BAC,Centre-Ouest,Kairouan,rural,1406,Moyen,17.0,Familial traditionnel,boutique_physique|reseaux_sociaux|app_mobile|marche_souk,4,sante|divertissement|alimentation|voyage_tourisme,4,google_search|facebook,55,4,3,paiement_a_la_livraison,251.58,False,True,39,True,mefiance_paiement_online|retours_difficiles|prix_non_transparents|rupture_de_stock,4,True,280.43,False,242.26,True,305.49,False,True,False,False,72,soldes
TN01842,37,35-44,M,Primaire / Collège,Sud,Tataouine,urbain,368,Faible,16.0,Urbain moderne,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce,4,divertissement|mode,2,tv_radio|instagram|influenceur_local,67,4,3,especes,81.31,True,True,35,False,retours_difficiles|prix_non_transparents|interface_non_arabisee,3,True,72.84,False,83.41,True,95.43,True,False,True,False,57,soldes
TN01843,35,35-44,M,Master / Ingénieur,Centre-Est,Sousse,urbain,4152,Très élevé,5.1,Urbain moderne,boutique_physique,1,voyage_tourisme|divertissement|sante,3,bouche_a_oreille|affichage_urbain|tv_radio,69,7,3,especes,1353.91,True,False,18,True,livraison_lente_chere|retours_difficiles|prix_non_transparents|rupture_de_stock,4,True,1663.03,True,1412.43,False,1917.92,True,True,True,True,54,ramadan
TN01844,31,25-34,F,Primaire / Collège,Sud,Médenine,urbain,439,Faible,8.5,Urbain moderne,boutique_physique,1,sante|mode|beaute_hygiene,3,facebook,84,6,3,paiement_a_la_livraison,43.6,False,True,30,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles,3,True,54.0,True,52.14,True,71.33,True,True,False,False,84,soldes
TN01845,39,35-44,F,Universitaire Licence,Centre-Est,Sfax Nord,urbain,1730,Élevé,16.4,Rural émergent,boutique_physique|reseaux_sociaux|marche_souk,3,divertissement|alimentation,2,bouche_a_oreille|affichage_urbain,52,3,2,especes,621.02,False,False,26,False,mefiance_paiement_online|interface_non_arabisee|rupture_de_stock,3,True,705.72,True,580.12,False,878.85,True,False,True,True,39,ramadan
TN01846,39,35-44,F,Sans diplôme,Centre-Ouest,Sidi Bouzid,urbain,549,Faible,3.9,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile|marche_souk|television_catalogue,5,sante|mode,2,youtube|affichage_urbain,69,1,1,especes,60.14,False,False,33,False,mefiance_paiement_online|retours_difficiles|interface_non_arabisee,3,True,97.32,True,79.5,True,66.87,True,False,False,True,63,ramadan
TN01847,31,25-34,M,Primaire / Collège,Centre-Est,Sfax Nord,urbain,5117,Très élevé,7.0,Digitaliste connecté,boutique_physique|app_mobile|site_ecommerce|television_catalogue,4,voyage_tourisme|divertissement|sante|mode,4,instagram|influenceur_local,87,1,3,virement,641.01,False,True,40,False,livraison_lente_chere,1,False,1191.09,False,887.01,True,1562.83,True,True,False,True,64,soldes
TN01848,28,25-34,M,Universitaire Licence,Sud,Tataouine,urbain,1021,Moyen,1.0,Familial traditionnel,boutique_physique|site_ecommerce|television_catalogue,3,sante|mode,2,tiktok|facebook,91,5,3,especes,144.42,False,True,4,False,mefiance_paiement_online|service_client_absent|rupture_de_stock,3,True,216.7,True,171.56,True,199.27,True,True,False,True,41,ramadan
TN01849,34,25-34,F,Primaire / Collège,Sud,Gabès,rural,884,Moyen,9.9,Rural émergent,boutique_physique|reseaux_sociaux|site_ecommerce,3,sport|divertissement,2,affichage_urbain,81,4,3,especes,215.13,True,True,42,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|service_client_absent,4,True,242.27,True,200.22,True,251.0,False,True,False,False,58,soldes
TN01850,48,45-54,M,Master / Ingénieur,Grand Tunis,Tunis,urbain,628,Moyen,0.2,Digitaliste connecté,boutique_physique|app_mobile|site_ecommerce|whatsapp_commerce,4,sante|alimentation|mode,3,facebook|affichage_urbain|tiktok,53,6,2,virement,179.41,True,False,28,True,livraison_lente_chere|retours_difficiles|prix_non_transparents,3,True,248.82,True,214.86,True,236.66,True,True,True,False,72,ramadan
TN01851,42,35-44,M,Secondaire / BAC,Centre-Est,Monastir,rural,774,Moyen,14.2,Familial traditionnel,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce|marche_souk|television_catalogue,6,voyage_tourisme|alimentation|mode,3,affichage_urbain|google_search|instagram,64,3,5,especes,199.16,False,False,46,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent,5,True,251.96,False,215.92,True,368.63,True,True,False,True,52,soldes
TN01852,26,25-34,M,Secondaire / BAC,Grand Tunis,Ariana,urbain,1816,Élevé,0.7,Digitaliste connecté,boutique_physique|reseaux_sociaux|app_mobile|site_ecommerce,4,divertissement|tech_electronique,2,tiktok|bouche_a_oreille,80,3,4,carte_bancaire,496.11,True,False,27,False,livraison_lente_chere|mefiance_paiement_online|service_client_absent|rupture_de_stock,4,True,605.52,True,401.29,False,506.35,True,True,False,True,60,ramadan
TN01853,32,25-34,F,Universitaire Licence,Centre-Est,Monastir,rural,1223,Moyen,2.1,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile,3,voyage_tourisme|divertissement|sante,3,influenceur_local|bouche_a_oreille|youtube,85,6,4,paiement_a_la_livraison,156.69,False,False,-8,False,livraison_lente_chere|mefiance_paiement_online|prix_non_transparents|interface_non_arabisee|rupture_de_stock,5,True,174.45,True,159.87,True,203.78,True,True,False,False,61,soldes
TN01854,34,25-34,F,Master / Ingénieur,Centre-Ouest,Sidi Bouzid,urbain,955,Moyen,2.0,Rural émergent,reseaux_sociaux|app_mobile|site_ecommerce,3,voyage_tourisme|sante,2,youtube|instagram,78,4,3,paiement_a_la_livraison,128.43,False,False,17,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent|rupture_de_stock,6,False,169.62,False,205.42,True,222.74,False,True,False,True,33,soldes
TN01855,67,55+,F,Secondaire / BAC,Grand Tunis,Manouba,urbain,688,Moyen,11.3,Rural émergent,boutique_physique|reseaux_sociaux|app_mobile|marche_souk|whatsapp_commerce|television_catalogue,6,divertissement|sante|mode|beaute_hygiene,4,google_search|youtube|tiktok,32,4,3,paiement_a_la_livraison,120.89,False,False,42,True,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|prix_non_transparents|service_client_absent,5,True,213.11,True,135.67,True,206.12,True,True,False,True,67,ramadan
TN01856,29,25-34,F,Secondaire / BAC,Grand Tunis,Ariana,urbain,1095,Moyen,13.1,Urbain moderne,boutique_physique|whatsapp_commerce,2,maison_deco|sante|alimentation|mode,4,influenceur_local,83,4,3,paiement_a_la_livraison,164.86,True,False,-9,False,mefiance_paiement_online,1,True,222.14,True,187.86,False,236.57,False,False,True,True,33,ramadan
TN01857,30,25-34,M,Universitaire Licence,Sud,Tataouine,urbain,424,Faible,12.3,Rural émergent,boutique_physique|marche_souk,2,sante|beaute_hygiene,2,affichage_urbain|google_search|youtube,88,2,3,especes,48.18,False,False,72,False,livraison_lente_chere|mefiance_paiement_online|retours_difficiles|service_client_absent|interface_non_arabisee,5,True,58.55,True,64.62,True,79.87,True,True,False,True,64,soldes
